No purchase order is past its required date.,لا يوجد أمر شراء تجاوز تاريخه المطلوب.
No purchase orders were placed in this period.,لم تُصدر أوامر شراء في هذه الفترة.
No revenue is posted in either period.,لا توجد إيرادات مسجلة في أي من الفترتين.
"No salary structures are assigned and no payslips have been posted, so payroll cannot be projected.",لا توجد هياكل رواتب مسندة ولا مسيّرات رواتب مرحّلة، لذا لا يمكن توقع الرواتب.
"No stock has been issued in the last 90 days, so no consumption rate can be measured yet.",لم تُصرف أي مواد خلال ٩٠ يوماً الماضية، لذا لا يمكن قياس معدل الاستهلاك بعد.
"No student has at least {0} attendance records in this period, so attendance risk cannot be assessed.",لا يوجد طالب لديه {0} سجل حضور على الأقل في هذه الفترة، لذا لا يمكن تقييم خطر الغياب.
No student is below {0}% attendance.,لا يوجد طالب دون نسبة حضور {0}%.
Non-moving stock,المخزون الراكد
Normal,عادية
Not Applicable,لا ينطبق
Not enough repeat purchases in this period to compare prices. An item needs at least two orders.,لا توجد مشتريات متكررة كافية في هذه الفترة لمقارنة الأسعار. يحتاج الصنف إلى أمرَي شراء على الأقل.
Not permitted for this campus.,غير مصرح لهذا الحرم المدرسي.
Not permitted for this student.,غير مصرح لهذا الطالب.
Not permitted.,غير مصرح.
Notes,ملاحظات
Nothing is currently outstanding.,لا يوجد رصيد متبقٍ حالياً.
Nothing is scheduled or outstanding in this window.,لا يوجد مجدول أو متبقٍ في هذه الفترة.
Nothing to waive on invoice {0}.,لا يوجد مبلغ للإعفاء في الفاتورة {0}.
Notifications,الإشعارات
Number,عدد
Number of Installments,عدد الأقساط
Observed collection rate,معدل التحصيل الملاحظ
Of which overdue,منها متأخر
Off by default. Every figure is computed from the ledger either way; a model only rephrases a finished result and can never query data or invent a number.,معطّل افتراضياً. كل رقم يُحتسب من الدفاتر في الحالتين؛ النموذج يعيد صياغة نتيجة جاهزة فقط، ولا يمكنه الاستعلام عن البيانات أو اختلاق رقم.
Off by default: a gateway outage should not stop the cashier.,معطّل افتراضياً: انقطاع البوابة يجب ألا يوقف أمين الصندوق.
Oldest Due Date,أقدم تاريخ استحقاق
On,بتاريخ
On Cancel,عند الإلغاء
On Create,عند الإنشاء
On Due Date,في تاريخ الاستحقاق
On Hold,معلّق
On Submit,عند الاعتماد
On Update,عند التحديث
One Way,اتجاه واحد
One configurable engine for every approval in the system (SKILL sec. 23).,محرك واحد قابل للتهيئة لكل اعتمادات النظام (SKILL sec. 23).
"One payer, many children. Consolidates sibling receivables (SKILL sec. 18).",دافع واحد لعدة أبناء. يوحّد ذمم الأشقاء في حساب واحد (SKILL sec. 18).
Only {0} can acknowledge this handover.,{0} فقط يمكنه الإقرار باستلام هذه العهدة.
"Only {0} class-instructor combination(s) have at least five results, which is too few to compare against a school average.",يوجد {0} اقتران بين فصل ومعلم لديه خمس نتائج على الأقل، وهو عدد أقل من أن يقارن بمتوسط المدرسة.
Only {0} department(s) have issued stock in this period. At least three are needed before one can be called unusual.,صرف {0} قسم فقط مواد في هذه الفترة. يلزم ثلاثة أقسام على الأقل قبل وصف أحدها بأنه غير معتاد.
Only {0} may act on level {1}.,{0} فقط يمكنه اتخاذ إجراء على المستوى {1}.
Open,مفتوح
Operating margin drivers,محركات هامش التشغيل
"Operating margin is {0}% for {1} → {2}. There is no comparable prior year, so no driver analysis is possible yet.",هامش التشغيل {0}٪ للفترة {1} ← {2}. لا يوجد عام سابق للمقارنة، لذا لا يمكن تحليل المحركات بعد.
"Operating margin {0} from {1}% to {2}% year on year ({3} percentage points). Revenue {4}, costs {5}.",هامش التشغيل {0} من {1}٪ إلى {2}٪ على أساس سنوي ({3} نقطة مئوية). الإيرادات {4}، التكاليف {5}.
Optional Python expression over `doc`.,تعبير Python اختياري يُطبّق على `doc`.
Optional Python expression over `doc`. Example: doc.campus == 'Jeddah'.,تعبير Python اختياري يُطبّق على `doc`. مثال: doc.campus == 'Jeddah'.
Optional. Leave blank for a one-off exception.,اختياري. اتركه فارغاً للاستثناء لمرة واحدة.
Optional. Pins the level to one person instead of the whole role.,اختياري. يثبّت المستوى على شخص واحد بدلاً من الدور بأكمله.
Order {0} belongs to {1}.,أمر الشراء {0} يخص {1}.
Organisation,التنظيم
"Original budget less actuals, open orders and approved requests.",الميزانية الأصلية ناقص الفعلي وأوامر الشراء المفتوحة والطلبات المعتمدة.
Other,أخرى
Otherwise only the categories listed below are discounted (SKILL sec. 17.6).,وإلا فلن تُخصم سوى الفئات المدرجة أدناه (SKILL sec. 17.6).
Out Of Service,خارج الخدمة
Outcome,النتيجة
Outstanding,المتبقي
Outstanding school fees,الرسوم الدراسية المتبقية
Over 120 Days,أكثر من ١٢٠ يوماً
Over Billing,فوترة زائدة
"Overall collection is {0}% of {1} billed. The weakest campus is {2} at {3}%, with {4} more than 90 days overdue.",إجمالي التحصيل {0}٪ من {1} مفوترة. الأضعف هو {2} بنسبة {3}٪، مع {4} متأخرة أكثر من ٩٠ يوماً.
Overdue,متأخر
Overdue book,رصيد المتأخرات
Overdue by campus,المتأخرات حسب الحرم المدرسي
Overdue share,نسبة المتأخر
Overridden,تم التجاوز
Override Approval Required,يلزم اعتماد التجاوز
Ownership,المسؤولية
PIH. Chains invoices so tampering is detectable.,بصمة الفاتورة السابقة. تربط الفواتير في سلسلة تجعل أي تلاعب قابلاً للكشف.
Pack Size,حجم العبوة
Paid,مدفوع
Parent cost center for every division and department on this campus.,مركز التكلفة الأب لكل مرحلة وقسم في هذا الحرم المدرسي.
Partial,جزئي
Partial Payment,سداد جزئي
Partially Paid,مدفوع جزئياً
Parties,الأطراف
Passport,جواز السفر
Passport Expiry,انتهاء جواز السفر
Passport expiry,انتهاء جواز السفر
Pay Before,الدفع قبل
Pay School Fees,سداد الرسوم الدراسية
Payer,الدافع
Payer Account,حساب الدافع
Payer Mismatch,عدم تطابق الدافع
Payer Name,اسم الدافع
Payer Name (Arabic),اسم الدافع (بالعربية)
Payer account {0} has no customer.,حساب الدافع {0} غير مرتبط بعميل.
Payers more than {0} days overdue,دافعون متأخرون أكثر من {0} يوماً
Payload,المحتوى
Payment Schedule,جدول السداد
Payment Terms,شروط الدفع
Pending,قيد الانتظار
Pending Acknowledgement,بانتظار الإقرار
Pending Approval,بانتظار الاعتماد
Percent,نسبة مئوية
Percent of Overdue,نسبة من المتأخر
"Percent of the eligible base, or a flat amount.",نسبة مئوية من الأساس المشمول، أو مبلغ ثابت.
Period,الفترة
Period End,نهاية الفترة
Period Start,بداية الفترة
Permitted,مسموح
Phase-2 clearance. Requires certificates in AGS ZATCA Settings.,تصديق المرحلة الثانية. يتطلب شهادات مُعدّة في إعدادات الفوترة الإلكترونية.
Phone,الهاتف
Please sign in.,الرجاء تسجيل الدخول.
Portion of this student's fees billed to this payer.,نسبة رسوم هذا الطالب التي تُفوتر على هذا الدافع.
Posting Date,تاريخ القيد
Pre-selected on new documents.,محدد مسبقاً في المستندات الجديدة.
Preferred Channel,القناة المفضلة
Previous Invoice Hash,بصمة الفاتورة السابقة
Previous School,المدرسة السابقة
Price,السعر
Price Variance,فرق في السعر
Primary,الابتدائي
Primary Payer,الدافع الرئيسي
Principal,المدير
Principal Exception,استثناء من المدير
Priority,الأولوية
Procurement,المشتريات
Production,بيئة الإنتاج
Production Certificate,شهادة الإنتاج
Production Secret,المفتاح السري للإنتاج
Professional License,الرخصة المهنية
Professional license expiry,انتهاء الرخصة المهنية
Program Enrollment,التسجيل الدراسي
Project,المشروع
Projected annual payroll,الرواتب السنوية المتوقعة
"Projected from historical payslips, so it carries last year's headcount rather than today's.",مُتوقَّع من مسيّرات الرواتب التاريخية، لذا يحمل عدد موظفي العام الماضي وليس الحالي.
Promise To Pay,وعد بالسداد
Promised Amount,المبلغ الموعود
Promised Date,التاريخ الموعود
Promotional Discount,خصم ترويجي
Proposed Net,الصافي المقترح
Provider,المزوّد
Pulls the component lines. Amounts stay editable per student.,يجلب بنود الرسوم. تبقى المبالغ قابلة للتعديل لكل طالب.
Purchase Order,أمر الشراء
Purchase Request,طلب الشراء
Purpose,الغرض
QR (Base64 TLV),رمز الاستجابة السريعة
Quantity,الكمية
Quantity Variance,فرق في الكمية
Quarter {0},الربع {0}
Quarterly,ربع سنوي
Queue For Clearance On Submit,إدراج للتصديق عند الاعتماد
Queued,في الانتظار
Quotation,عرض السعر
RFQ,طلب عروض الأسعار
Raised automatically when PO / GRN / Invoice disagree (SKILL sec. 8.6).,يُنشأ تلقائياً عند اختلاف أمر الشراء / الاستلام / الفاتورة (SKILL sec. 8.6).
Ranking is advisory. The award remains a human decision (SKILL sec. 8.4).,الترتيب استرشادي. تبقى الترسية قراراً بشرياً (SKILL sec. 8.4).
Ratio,نسبة
"Read-only SELECT. Placeholders: %(company)s, %(campus)s, %(from_date)s, %(to_date)s.",استعلام SELECT للقراءة فقط. المتغيرات: %(company)s، %(campus)s، %(from_date)s، %(to_date)s.
Reason,السبب
Receivable Account,حساب المدينين
Recipient,المستلم
Recipient Type,نوع المستلم
Recipients,المستلمون
Recognition Basis,أساس الاعتراف بالإيراد
Recommended,موصى به
Recovery on the overdue book is estimated at half the observed collection rate. Adjust once the school has its own history.,يُقدَّر تحصيل المتأخرات بنصف معدل التحصيل الملاحظ. عدّله عندما يتوفر سجل تاريخي خاص بالمدرسة.
Reference,المرجع
Reference Type,نوع المرجع
Refresh Every (minutes),التحديث كل (دقائق)
Refused,مرفوض
Region,المنطقة
Rejected,مرفوض
Rejection Reason,سبب الرفض
Relationship,صلة القرابة
Released,محرَّر
Remaining,المتبقي
Remind Before (days),التذكير قبل (أيام)
Renewed,مجدَّد
Reported,تم الإبلاغ
Request,الطلب
Request Leave,طلب إجازة
Requested By,طلب بواسطة
Requested Discount,الخصم المطلوب
Require Override Approval,طلب اعتماد التجاوز
Required Approver Role,دور المعتمد المطلوب
Required when the award differs from the recommendation.,مطلوب عند اختلاف الترسية عن التوصية.
Requires Employee Acknowledgement,يتطلب إقرار الموظف
Resolution,المعالجة
Resolution Notes,ملاحظات المعالجة
Resolved,تمت المعالجة
Resolved By,عولج بواسطة
Resolved On,تاريخ المعالجة
Result,النتيجة
Return Due Date,تاريخ الإرجاع المستحق
Return To Store,إرجاع للمستودع
Returnable,قابل للإرجاع
Returned,تم الإرجاع
Revenue,الإيرادات
Revenue Recognition,الاعتراف بالإيراد
"Revenue is {0} for {1} → {2}, {3} year on year.",الإيرادات {0} للفترة {1} ← {2}، {3} على أساس سنوي.
Revenue trend,اتجاه الإيرادات
Role,الدور
Room,الغرفة
Room / Location,الغرفة / الموقع
Routing Basis,أساس التوجيه
Row {0}: only {1} {2} of {3} available in {4}.,الصف {0}: يتوفر فقط {1} {2} من {3} في {4}.
Row {0}: quantity must be greater than zero.,الصف {0}: يجب أن تكون الكمية أكبر من صفر.
Rule,القاعدة
SLA (hours),مدة الاستجابة (ساعات)
SLA Due By,موعد الاستجابة
SMS,رسالة نصية
SMS Gateway URL,رابط بوابة الرسائل النصية
SQL Query,استعلام SQL
Sales Invoice,فاتورة المبيعات
Same period last year,نفس الفترة من العام الماضي
Sandbox,بيئة الاختبار
Saudi Localization,التوطين السعودي
Scanned Copy,نسخة ممسوحة
Schedule Type,نوع الجدولة
Scheduled For,مجدول في
Scholarship,منحة دراسية
Scholarship Name,اسم المنحة
Scholarship {0} is not active.,المنحة {0} غير نشطة.
School Division,المرحلة الدراسية
School Item Category,فئة الصنف المدرسي
School-facing 'Issue Materials'. Posts a Stock Entry of type Material Issue (SKILL sec. 9.5).,"واجهة ""صرف المواد"" المدرسية. تُرحّل حركة مخزون من نوع صرف مواد (SKILL sec. 9.5)."
Science Supplies,مستلزمات المختبر
Scope,النطاق
Scope Applied,النطاق المطبق
Scope Key,مفتاح النطاق
Scoring Weights,أوزان التقييم
Scoring weights must total 100%. They currently total {0}%.,يجب أن يكون مجموع أوزان التقييم ١٠٠٪. المجموع الحالي {0}٪.
Secondary,الثانوي
Secret,المفتاح السري
Select the awarded supplier first.,اختر المورد المرسى عليه أولاً.
Select the employee receiving the assets.,اختر الموظف المستلم للأصول.
Select the location the assets are returning to.,اختر الموقع الذي ستُرجع إليه الأصول.
Self,نفسه
Seller Identity,بيانات البائع
Senior,الثانوي العالي
Sent,أُرسل
Sent On,تاريخ الإرسال
Serial No,الرقم التسلسلي
Series,التسلسل
Service,خدمة
Set by the AGS approval matrix. A Purchase Order cannot be raised until this reads Approved.,تُضبط بواسطة مصفوفة الاعتماد. لا يمكن إصدار أمر شراء حتى تصبح الحالة معتمداً.
Set from the current ZATCA technical spec at deploy time; never hardcoded in code (SKILL sec. 25.1).,يُضبط من المواصفة الفنية الحالية لهيئة الزكاة والضريبة والجمارك عند النشر؛ ولا يُثبّت في الشيفرة إطلاقاً (SKILL sec. 25.1).
Set on a generated late-fee invoice. Guarantees one late fee per overdue invoice.,يُضبط على فاتورة رسوم التأخير المُنشأة. يضمن رسم تأخير واحد لكل فاتورة متأخرة.
Set the Deferred Tuition Revenue Account in AGS Settings first.,حدّد حساب الإيرادات الدراسية المؤجلة في إعدادات النظام أولاً.
Sets Escalation Level,يحدد مستوى التصعيد
Settled,تمت التسوية
Severity,الخطورة
Share %,نسبة المشاركة
Short code used in naming series and report headers.,رمز مختصر يُستخدم في تسلسل الترقيم وعناوين التقارير.
Sibling Discount,خصم الأشقاء
Sibling Index,ترتيب الأشقاء
Sibling Tier,شريحة الأشقاء
Side ledger of budget consumed by approved requests and open orders. Never posts to the GL.,دفتر جانبي للميزانية المستهلكة بالطلبات المعتمدة وأوامر الشراء المفتوحة. لا يُرحَّل إلى الأستاذ العام إطلاقاً.
Signed UBL XML,ملف UBL الموقّع
Simulation,بيئة المحاكاة
Skip If Promise To Pay Recorded,التخطي عند وجود وعد بالسداد
Skipped,تم التخطي
Source,المصدر
Source Document,المستند المصدر
Special Needs,احتياجات خاصة
Specific Approver,معتمد محدد
Sponsor,الجهة الراعية
Sports,مستلزمات رياضية
"Stable machine key, e.g. revenue_per_student.",مفتاح ثابت للنظام، مثل revenue_per_student.
Stackable With Other Discounts,قابل للتجميع مع خصومات أخرى
Staff,الموظفون
Staff Child Discount,خصم أبناء الموظفين
State,الحالة
Statement,كشف الحساب
Stationery,قرطاسية
Status,الحالة
Stock Entry,حركة المخزون
Stop,إيقاف
Student,الطالب
Student Category,فئة الطالب
Student Name,اسم الطالب
Student Receivable Account,حساب ذمم الطلاب
Student {0} is listed twice.,الطالب {0} مُدرج مرتين.
Student {0} is not listed on payer account {1}. Add the child there first.,الطالب {0} غير مدرج في حساب الدافع {1}. أضف الابن هناك أولاً.
Student-specific priced plan: structure + discounts + installments (SKILL sec. 17.5).,خطة مسعّرة خاصة بالطالب: الهيكل + الخصومات + الأقساط (SKILL sec. 17.5).
Students,الطلاب
Students at attendance risk,طلاب معرضون لخطر الغياب
Subject,الموضوع
Submit the fee plan before invoicing.,اعتمد خطة الرسوم قبل إصدار الفواتير.
Summary Updated,تاريخ تحديث الملخص
Supplier,المورد
Supplier Invoice,فاتورة المورد
Supplier Mismatch,عدم تطابق المورد
Supplier Rating,تقييم المورد
Supplier bill {0} is already booked as {1}.,فاتورة المورد {0} مُقيَّدة بالفعل باسم {1}.
Supplier performance,أداء الموردين
Suppliers,الموردون
Support Notes,ملاحظات الدعم
Supporting Document,مستند داعم
System Recommendation,توصية النظام
System Reminder,تذكير آلي
Target,المستهدف
Task '{0}' on {1} is due {2}.,المهمة '{0}' على {1} مستحقة بتاريخ {2}.
Tax Variance,فرق في الضريبة
Term {0},الفصل {0}
Terms Of Custody,شروط العهدة
Textbooks,كتب دراسية
The awarded supplier has no linked Supplier Quotation to convert.,المورد المرسى عليه ليس لديه عرض سعر مرتبط لتحويله.
The native Material Issue this document posts.,حركة صرف المواد الأصلية التي يُرحّلها هذا المستند.
"The query log records who ran which analysis and under what scope, including refusals. Refusals are the useful half: a run of them is how you notice someone probing outside their scope.",يسجل سجل الاستعلامات من شغّل أي تحليل وضمن أي نطاق، بما في ذلك حالات الرفض. حالات الرفض هي النصف المفيد: تكرارها هو ما يكشف محاولة الوصول خارج النطاق المصرح به.
The receivable entity. One customer per payer keeps sibling invoices on a single statement.,الجهة المدينة. عميل واحد لكل دافع يُبقي فواتير الأشقاء في كشف حساب واحد.
The scheduler recomputes at most this often; dashboards read the snapshot.,يعيد المجدول الاحتساب بهذا المعدل كحد أقصى؛ ولوحات المتابعة تقرأ اللقطة.
"The school average is {0}%. {1} class(es) sit more than {2} points below it. The widest gap is {3} ({4}) at {5}%, {6} points below.",متوسط المدرسة {0}٪. {1} فصل يقل عنه بأكثر من {2} نقطة. أوسع فارق هو {3} ({4}) بنسبة {5}٪، أي أقل بـ {6} نقطة.
The waiver posts a credit note against this invoice.,يصدر الإعفاء إشعاراً دائناً على هذه الفاتورة.
"There are not two comparable periods of assessment results yet, so a trend cannot be measured.",لا توجد فترتان قابلتان للمقارنة من نتائج التقييم بعد، لذا لا يمكن قياس الاتجاه.
There is no posted revenue in either period to compare.,لا توجد إيرادات مسجلة في أي من الفترتين للمقارنة.
There is not enough data to answer this confidently yet.,لا تتوفر بيانات كافية للإجابة على هذا بثقة حتى الآن.
"This case still has {0} overdue. Use 'Written Off' if the debt is being written off, or collect the balance first.","ما زال في هذا الملف {0} متأخر. استخدم حالة ""مشطوب"" إذا كان الدين سيُشطب، أو حصّل الرصيد أولاً."
This discount has already been applied to {0}. Raise a new application to reverse it.,تم تطبيق هذا الخصم بالفعل على {0}. أصدر طلباً جديداً لعكسه.
This period,هذه الفترة
This request is already {0}.,هذا الطلب {0} بالفعل.
Three-Way Match Failed,فشل المطابقة الثلاثية
Title,العنوان
To Amount,إلى مبلغ
To Employee,إلى الموظف
To Grade,إلى الصف
To Location,إلى الموقع
Total,الإجمالي
Total Billed,إجمالي المفوتر
Total Outstanding,إجمالي المتبقي
Total Paid,إجمالي المدفوع
Total Quantity,إجمالي الكمية
Total Value,إجمالي القيمة
Totals,الإجماليات
Trail,المسار
Transfer Between Employees,نقل بين موظفين
Transportation,النقل المدرسي
Trigger,المُشغّل
Tuition collected up front is parked in a liability and released monthly (SKILL sec. 5.4).,الرسوم الدراسية المحصلة مقدماً تُقيَّد كالتزام ويُعترف بها شهرياً (SKILL sec. 5.4).
Two Way,اتجاهان
Type,النوع
Uniform,الزي المدرسي
Unit,الوحدة
Unknown analysis: {0},تحليل غير معروف: {0}
Unreceived Item,صنف غير مستلم
Unticked means the analysis was refused for this user.,عدم التحديد يعني أن التحليل رُفض لهذا المستخدم.
Upcoming Installments,الأقساط القادمة
Urgent,عاجلة
Use A Language Model To Phrase Answers,استخدام نموذج لغوي لصياغة الإجابات
Used to build the fee plan on enrollment.,يُستخدم لبناء خطة الرسوم عند التسجيل.
User,المستخدم
VAT Registration Number,الرقم الضريبي
Valid,ساري
Valid From,صالح من
Valid To,صالح حتى
Validity,مدة الصلاحية
Valuation Rate,سعر التقييم
Value,القيمة
Value Change,تغير القيمة
Value Changed Field,حقل تغير القيمة
Variance,الانحراف
Visibility,الظهور
Visible To Roles,ظاهر للأدوار
Waiver Amount,مبلغ الإعفاء
Waiver amount must be greater than zero.,يجب أن يكون مبلغ الإعفاء أكبر من صفر.
Waiver of {0} exceeds the {1} outstanding on invoice {2}.,الإعفاء {0} يتجاوز المبلغ المتبقي {1} في الفاتورة {2}.
Waiver of {0} exceeds the {1} outstanding.,الإعفاء {0} يتجاوز المبلغ المتبقي {1}.
Warn,تنبيه
Warning,تحذير
Warning Threshold,حد التحذير
Warranty,الضمان
Warranty (months),الضمان (أشهر)
Weighted Score,النتيجة المرجحة
Weighted score only. The award below stays a human decision (SKILL sec. 8.4).,نتيجة مرجحة فقط. تبقى الترسية أدناه قراراً بشرياً (SKILL sec. 8.4).
WhatsApp,واتساب
WhatsApp Gateway URL,رابط بوابة واتساب
"Who asked which analysis, under what scope. Includes refusals.",من طلب أي تحليل وضمن أي نطاق. يشمل حالات الرفض.
Work Contract,عقد العمل
Workbooks,كتب تمارين
Written Off,مشطوب
Yes,نعم
You do not have access to campus {0}.,ليس لديك صلاحية الوصول إلى الحرم المدرسي {0}.
You have not raised any requests.,لم تقم بتقديم أي طلبات.
Your role does not permit the analysis '{0}'.,دورك لا يسمح بتشغيل التحليل '{0}'.
Zero means no upper bound.,الصفر يعني عدم وجود حد أعلى.
all campuses,جميع الأحرام المدرسية
"code + every dimension. One row per scope, upserted on refresh.",الرمز + كل الأبعاد. صف واحد لكل نطاق، يُحدَّث عند إعادة الاحتساب.
down {0}%,انخفاض {0}%
due,مستحقة
e.g. Grade 9 Laboratory.,مثال: مختبر الصف التاسع.
expires soon,يوشك على الانتهاء
fell,انخفض
flat,دون تغيير
has expired,منتهي الصلاحية
has no prior-year comparison,لا توجد مقارنة بالعام السابق
held,استقر
overdue,متأخرة
rose,ارتفع
rule + invoice + scheduled day. Guarantees one send per rule per day.,القاعدة + الفاتورة + اليوم المجدول. يضمن إرسالاً واحداً لكل قاعدة يومياً.
up {0}%,ارتفاع {0}%
"{0} account(s) are over budget for {1}, by {2} in total. The largest is {3} at {4} over ({5}%).",{0} حساب تجاوز ميزانيته لـ {1}، بإجمالي {2}. الأكبر هو {3} بتجاوز {4} ({5}٪).
{0} active employee(s) on current structures annualise to {1}.,{0} موظف نشط على الهياكل الحالية يعادلون سنوياً {1}.
{0} blocking three-way match exception(s) on this invoice:<br>{1},{0} استثناء مانع في المطابقة الثلاثية على هذه الفاتورة:<br>{1}
{0} cannot be before the joining date.,لا يمكن أن يكون {0} قبل تاريخ الالتحاق.
"{0} carries no campus field, so this figure is group-wide rather than restricted to your campuses.",{0} لا يحتوي على حقل حرم مدرسي، لذا هذا الرقم على مستوى المجموعة وليس مقتصراً على أحرامك المدرسية.
"{0} carries the highest overdue balance at {1}, which is {2}% of what has been billed there.",{0} لديه أعلى رصيد متأخر بمبلغ {1}، أي {2}٪ مما تمت فوترته فيه.
"{0} class(es) show a lower average than the previous period. The largest fall is {1}, from {2}% to {3}% ({4} points).",{0} فصل يُظهر متوسطاً أقل من الفترة السابقة. أكبر انخفاض هو {1}، من {2}٪ إلى {3}٪ ({4} نقطة).
"{0} department(s) consume unusually more than the rest. {1} is the clearest, at {2} against a median of {3}.",{0} قسم يستهلك أكثر من غيره بشكل غير معتاد. الأوضح هو {1}، بمبلغ {2} مقابل وسيط {3}.
"{0} document(s) expire within {1} days, of which {2} have already expired. Soonest: {3}'s {4} on {5}.",{0} مستند ينتهي خلال {1} يوماً، منها {2} منتهية بالفعل. الأقرب: {4} الخاص بـ {3} بتاريخ {5}.
{0} for {1} expires on {2}.,{0} الخاص بـ {1} ينتهي بتاريخ {2}.
{0} is outstanding across {1} payer account(s); {2} of that is already overdue.,يوجد {0} متبقٍ على {1} حساب دافع؛ منها {2} متأخرة السداد بالفعل.
"{0} item(s) are forecast to run out within {1} days at current usage. The most urgent is {2}, with {3} left and about {4} days of cover.",{0} صنف يُتوقع نفاده خلال {1} يوماً بمعدل الاستهلاك الحالي. الأكثر إلحاحاً هو {2}، بكمية متبقية {3} وتغطية نحو {4} يوماً.
"{0} item(s) were last bought more than {1}% above their average price. The largest gap is {2}, last bought at {3} against an average of {4} ({5}% higher).",{0} صنف اشتُري آخر مرة بأعلى من متوسط سعره بأكثر من {1}٪. أكبر فارق هو {2}، اشتُري بـ {3} مقابل متوسط {4} (أعلى بـ {5}٪).
{0} item(s) were requested on more than one separate request in the last {1} days. {2} leads with {3} requests totalling {4} units - buying those together would consolidate the order.,{0} صنف طُلب في أكثر من طلب منفصل خلال {1} يوماً الماضية. {2} في المقدمة بـ {3} طلبات بإجمالي {4} وحدة - شراؤها معاً يوحّد الأمر.
{0} item(s) worth {1} have not moved in {2} months. The largest holding is {3} at {4}.,{0} صنف بقيمة {1} لم تتحرك خلال {2} أشهر. أكبر رصيد هو {3} بقيمة {4}.
"{0} order(s) are late, with about {1} still undelivered. The worst is {2} from {3}, {4} days past its required date.",{0} أمر شراء متأخر، بقيمة {1} تقريباً لم تُسلَّم بعد. الأسوأ هو {2} من {3}، متأخر {4} يوماً عن تاريخه المطلوب.
"{0} payer(s) are more than {1} days overdue, owing {2} between them. The largest is {3} at {4}, {5} days past due.",{0} دافع متأخرون أكثر من {1} يوماً، بإجمالي {2}. الأكبر هو {3} بمبلغ {4}، متأخر {5} يوماً.
{0} still holds assets under handover(s) {1}. Return or reassign them before completing separation.,ما زال لدى {0} عهد ضمن {1}. أرجعها أو أعد إسنادها قبل إتمام إنهاء الخدمة.
{0} student(s) are below {1}% attendance. The lowest is {2} at {3}% ({4} absences from {5} recorded days).,{0} طالب دون نسبة حضور {1}٪. الأدنى هو {2} بنسبة {3}٪ ({4} غياباً من {5} يوماً مسجلاً).
"{0} supplier(s) were used. {1} ranks highest: {2}% of orders completed, {3} days average lead time, {4} invoice mismatch(es) across {5} order(s).",تم التعامل مع {0} مورد. {1} في المرتبة الأولى: {2}٪ من الأوامر مكتملة، متوسط مدة توريد {3} يوماً، و{4} حالة عدم تطابق فواتير عبر {5} أمر.
{0} was due to return assets on {1}.,كان على {0} إرجاع العهد بتاريخ {1}.
{0} {1} for {2},{0} {1} لـ {2}
{0} {1} is still awaiting approval.,{0} {1} ما زال بانتظار الاعتماد.
{0} {1} was rejected in approval.,{0} {1} تم رفضه في الاعتماد.
